来源身份批次,成员编号,资产编号,资产类型,标的,输入成员SHA-256,数据库Schema,数据库表,状态,元数据状态,结构证据,限制,解除条件,元数据SHA-256,SchemaSHA-256,授权边界快照SHA-256,成员记录SHA-256
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-a35ba0b952b56083fc01c172,DS-000293,数据库元数据,BTC,905b8dcd9947a77fdc3bbd98eb8e21ae6935385a23c6b59bc3a9a9bf490a11ee,orderbook,symbol_metadata,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,462772837ed57ac6ecc766f0b2665fe5c49e3685925c27dcf146093031c4d1a7,23e441a169d3ef9df1b6d2f578a0ea65319066e232cdbb1f623a6f17098eaf9c,2142be0cf264125af8ae6ec307092dac61d9f1b2bec7ac0adf260d15a3b6f927,b55eb3ecff737832a1adfd8990a721fe6a88aa88cb34055b5316ebe26c0790aa
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-a8105ace966421a941b8339b,DS-000294,数据库元数据,BTC,6e0cb2f1b1667a8715c214ba9ec6ae7deec4b615f5f7be131aa817f0a8ad2f6f,test_crypto_radar,action_items,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,d3d4cb4f1af303e825ca28a0ea5485ba82534f62e123e06edfdf5bbcea15915e,e7bed309a70e6c308f02aef97b96e886319e9bcecbf03f92eb9bdcf2cb74c70d,4ac86d9a17b55fb1a874b64fd5f641cf83885a54cd3e849e8f319a8b59abaa10,7b42058cc41acb43acd59beb628733473e6d950ec9e582ca5426fa38cc5c6a21
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-6a960fa71172c7a9afb936ec,DS-000295,数据库元数据,BTC,00b0e1303584f388a94ca8df6de78fd456403f5a27f9d9f3973b249efb0429a3,test_crypto_radar,alembic_version,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,220ac2e4f01a83ca7499488c36fe8991ae5078d2f44f375acd1921558f029073,4f1f0a5e490893226766b06b2a2cb6c0e57069f92ca8a6707afcb645616db80a,41a0893d92ce38da5031719e354d1ee1d451878fd797e90f0f762008735109ca,6f0f1d0f79ffe63895a6941be74c30619ce6095ea4578b1cd08705a4f34f7a5a
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-7ca528ace2904d6333d9ac25,DS-000296,数据库元数据,BTC,840669cb99560c36aaa3d535c5e9358708208a5e91f514d4ff9ab0aed933b359,test_crypto_radar,analyses,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,8c3f373a5260309c3aa0a9a2e4a6f86d187b17779d0a7e3f05d3e5aa6fec0894,8ef1aecfde447899f3899e57970f21b2076e2d0d498b156f6b6a828ec23b101c,a4b8ef29dd8b363bfd9c41f415879d8a409bedcc90b271926d67e927d00d9c89,f4f39b1fca8a8a8b8749e658f4da0908048d1a2d4e4272e8cb17e14a1c41dcfb
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-b0b1be153e2c74bbc58931fe,DS-000297,数据库元数据,BTC,519fe32d9d7992508e1eb36adb1f37154c6813e2e5c04f9a5dfe2cdffcf5cfde,test_crypto_radar,evidence_items,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,0405a203517fd9bcd17abe364c70339bff6494227018b9552bf2c4b0c9be5655,768136452356ef5788cb78eba10761d54be0b1234f9c7a2e31f9d275cfed8153,7259a97f9703aa9fc1df6fab05a838bb4e03fcab3d00126434cea07b0204237e,5bcb498f50698b8ebb2fee59b2b90bb7d0d38c2ed6de67396f2ae02def00e862
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-cceb0119d76a845091d90313,DS-000298,数据库元数据,BTC,64eb968ce0af5c19dc13ae90b7b806bd0d73999377991bbb47f2975459c7adde,test_crypto_radar,mining_parameters,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,66e605161209d296020abd0750f835a6899bc34806c35703aec4aed05dd3ccfd,a8a258e1ab873cb778d6f37663c14b2b945ff005be763d95f3c59b47e7b1deb7,8c38fe8e5935beb9a0046f1d91d86d008bc34c746419eba518cf07976f7b1357,a4a12399091ff9fde9e655db459fda3c8ea2fdd5069cb1c9d7ac7ff45134dfa9
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-79efc93262b446e9d98b76ba,DS-000299,数据库元数据,BTC,7572c0a41b5a2a39c80656f400dbe60f8ab0bd79c0fb5c3e7b44fee53f730755,test_crypto_radar,opportunities,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,178bee4b414f8440c9ba2ba138e7c8be62b441bd6def226721545e7c97db9ffc,a6cc976eb1a6c809e549a1a9662ecde4ed0d9b23dc6df762e19b31d143dfc081,d831b9d595c0f64a8cfda63be7d16750fb782dcd091325de3190c36ab2cb8e24,200b2179916b47ca19fae06c24a5ffa27c7de1262f002413505125d18ff735f9
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-e76d2134142142ad4b8f28cb,DS-000300,数据库元数据,BTC,2e8a058057540064073e8868839e18fe0dcf848fcecc872fe0f732e40796d068,test_crypto_radar,opportunity_rules,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,25347888164008a33e8430080138452bb9eef684e6eec8a19518ac17f30bf52a,5dbf2dfc03f18b1ec6d5711323d48f14f891daffc801cd8a2e2fe4fedb447ad6,cb389214c2aa2503d58b78f3c7f21c9b1bf93a97bf5aabe7d28bbfd32011b75c,faf7fcd77735b97c4d892c6fb6d51c14ef09bc0d73a9f3acfb43c5934dbe3b18
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-6b9507c0f667730b1c25338d,DS-000301,数据库元数据,BTC,68f2f1d195a17ce77287aa8d9a2fddb75a21fdd657b03eaab6484f64e3fa61e6,test_crypto_radar,project_assets,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,27fcac9424a2db93bf8b565554d65c0ab43fa2895e2c94c0bcba542a968d8e85,6c28c9523f1844325769b5a7e7979be9d10a1ad46117a9ab24335f863a371ac8,7268043a32619cc0e009108f165d1ab43ee1aa10500688896cd13f67d5ad05b8,a3f60e3e7e372592b71a88e2c2b86512e42fa4f56d1cc3783a7868d096d13d62
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-a3de4220ce194e2c0f75e45d,DS-000302,数据库元数据,BTC,e8d81d71207f009298d9aa62cd4ca70df93f6bd9915064653ce32f4250ba9119,test_crypto_radar,project_candidates,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,322bedc6b25ef0a8be680d2e89c736e370eccfa78a620070a077a8df6e1ec91f,cd17ea8202cff7d57855a9067234a4079c78e86343ee33ae934fecbcd78a84c7,370cfe7ac9de3d79b3c898dea91adff0be989d3747e84dadb7b5fe39913c150d,3e25ad6a58b3c1587e97b6f148c1f5cd9fbb280737c306727317aae59140e8eb
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-63a4a8191f5338c21eac18d2,DS-000303,数据库元数据,BTC,2fc35c9965af5ebfd8dc154f1e3abc90aab6452dcabcb63be6c0ba42b99b66ae,test_crypto_radar,project_change_events,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,e2c6ce1aeda9605f665891e9ec203bbabf32087bd189377f5239d037ebae2ac9,448ffb6902ad50c20ae39c8f9286efdd8a5554613d94a9b5680604d6a94ca94e,7d79855d2fa649ca427844def0cec65eed3e55bec0b3f89064b7dc8aec95223a,eccede0e65b7070ddd8d00cf4a60d64636ebd982202788c618bb72e92b123927
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-96f78e47a4eb937919a7a7e9,DS-000304,数据库元数据,BTC,c2c9fa3961b41e9e259be6490ed521b9165aadf0b1b4b1916440fb67cae1c923,test_crypto_radar,project_fact_snapshots,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,8b99cedd7ef0ec103fa56ce85d86829452a47cda69950cb8c594054b63a80c70,642373864b2a2cdaa7bb3d025309767bfdc642a69a645d52ccf003a72fe7bf03,2a54a1d4f04414f2e28db3a6e5d5ba7ed6ab76db16c772893cadf0bd1425f724,5923c1b5b29e448d756f3c1fe5dd79e165189cb71efd7b2b18dba90b7a5f5780
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-99e036f2b1093b4f286f64a5,DS-000305,数据库元数据,BTC,64f87095fb4955a4cfbe2e6f8e643fa38d859fef411eb73741cdd2be79d23468,test_crypto_radar,project_funding_rounds,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,78be3213e168d6a4424432c1c1f811e0e443a8806937a5a1fe815ada8a96a673,791661c5a6eeaaa75d2a45b6223c8f2dc47d244c3bcd9e7f7f0a850e4d8920e2,d5482814874a1f8a7688af407ac4d7d59526f194bea99d80f05e33db810ca2ed,0f0e7142c3eba4fe621f3a4b3ce7d59b2ae3ae348e05c0691a99febd173d5eec
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-835a741c0f97b5c8b8f58b9a,DS-000306,数据库元数据,BTC,93e7c4e4eac3841772d4795c85297a7e79c010b12b8cf30b7a3ff8517f7146e9,test_crypto_radar,project_social_links,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,a0a55110447f2585e6bf3563b9e679d3863f08d3f2e7cf664d0c9758e74167f2,4d8f20047e42432047e75a831e13d60caee6abf201f37f8c73b27469d1ffb70a,f2b17437549da158cd184b518cc9503cc2992c7d0bc2b7ae2e99856746d3ee05,40cbb73b8f189dbb79f6c553cb847b57330709d038b96bd649c1f06b84897ff4
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-0658842d2088ed09b24efc97,DS-000307,数据库元数据,BTC,f951a13aeb2596cef4686717db03149070ba793813ddb720dac7f5c236b8dccd,test_crypto_radar,project_sources,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,e0c9154d5029b776edec68c32bc13acabff3654e2a8121c668e2d4cd63de0421,539502c52374ed4a54950c48863d73cf234fc99f7b32d1fb0a856fe7f0617075,2d2065beff65098a54e600aedf680e924cafdd16afe5d2f3ed25a85ca6e67b54,29d29547a532608661cb8f0743ebe2ed9c799586734d7f07a2098f9d7b078489
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-535216234191be483b87ed88,DS-000308,数据库元数据,BTC,8325e80640f1b6415b025ce8839ede1edf84d7984d84e0e4a7de7cae12f2fdfc,test_crypto_radar,project_team_members,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,c26373e6411004183b45114a673cd5e8d76bd9f9c0ed227d11f3cde12bd21c56,ad479926d1e6ac7f9fa6f843843306169a5f56e1d3d7376948da22f9dd8121aa,35125eaebe169d580b5fd4e8a908eb8e24857b1a580ad62bb5ee76cab06ddc10,b5d4be20db9b7e69f6a5c0af69238df4abbc3173c91c49279642f95a444fb566
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-1113435211180071dee9be25,DS-000309,数据库元数据,BTC,31401b834ceb9f05e15f20aead63529cec7ac915394e5e58399ff7267639644e,test_crypto_radar,projects,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,a413e98f680fcd8fa9f9c7c3f71b67b40c417f954b8771126ec079045b8a2ba9,794c8d621407ddc1dc3284fa7b5937c6539bc4318cd31ae0074e4bbe38d072f3,7a585f9268ccee04df336bd17cd3db8f7f4e96a59bf1041bb0f36c9d9c0be622,ba8f51dbf1cc30b305bbff286b626818f0c657531b177bf8da7e1e268cc9f8ab
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-5a402a12be02ee6d7c30eec4,DS-000310,数据库元数据,BTC,ac10b24605fd1b3d106ccfff94457604218999ca63a55631072e36d168a1244b,test_crypto_radar,risk_assessments,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,dbdce11bb6e754396332c09d391fba4d4a4ad4fee3afe7798e2a23e277a39e79,22b0a5605a68c8f3c25c1cdcbc344f1174fddca8b281eba5c6d0103697665b89,465153e85b5e98469135e81c82ba687858753b6c0227c6eb967f3f72c2f8cacc,0b85a0dd31793730f64e43776b356f8ad0d0e9b0b6e09a5fedd53cf7907faa8b
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-9a6ab07c6edbc9b483925bf6,DS-000311,数据库元数据,BTC,57408a49d126b606bdaf83ab4bb7bd02b4710b2376040c3190ae1bd4473d4d85,test_crypto_radar,roi_records,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,00d433f5b25fee9efcd218c696b4490025e1d28a4994f45e1aa1912d75752537,8638d617ea25e9df9ae7acdddeeb13d083be92e9a6a7c9c4b39118b68b6e7101,39f363c44ec4647c9a248ab7570e78376221d5d5909d421818358db81b2cd039,a8f16c424f84588b5000bb8a631cf8709baea493bd44131e432bfd65f0934152
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-f934f2266c1453fb0bed28d8,DS-000312,数据库元数据,BTC,24985dde3d2f6f5a945237e33c528ce0e95350fb8b3217ef26e40ffd00f660b3,test_crypto_radar,scan_observations,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,a3b0839d2c192625ebe49221f52d6c00899030ff5f9067048e643dfe1fc66264,955d6c4216546148136a515ab452cfb7228434749968c58a5ffe3210d7f787c6,d19f1dab2cc8036bfa9cdfda97e4d31fe4287a191e0aa05baad79562e7bcdc48,1dcca0f980a7206ef245cc34d8183da5a9b8114cf50af00054053f41be18d4aa
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-4f781c46c7f513f3e293caf1,DS-000313,数据库元数据,BTC,fbf6a194337eeb0d40c519c90f46b6442593773512e0e365faa6d9c1d6f562cf,test_crypto_radar,scan_runs,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,5500395f23fd109faa0a1186720491a8a0eff9ddf71e76022b446aafb4d096da,d05628c3012f38a7cef1458237a0c4d93856fc6450b8ec0d12efa65a1a662952,8aa36e16a3189515decaa9d33d3c8c3ad75f82ec01d4d8c16dcf451f2b0d182f,66e386424bc8e6bb0482981d563a052d462ef8bb3df0b06a79e2b07beb360249
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-664d2574f8ab01163a25d595,DS-000314,数据库元数据,BTC,9db3a44ee859910c7b18a87c166d510b153a770c91474a6c557219b2815719be,test_crypto_radar,score_components,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,651bf364964681d888416a0e9718234ab01e74ebb9a0a4271dbcf48520c4de35,073f0e3edb42afaeaafb62769d5e66a4b35f9fe234977bdf1fbc8d7754af6153,fb61777b3a5cc48746d2d71884299feb4c62366d131a0ac0dc1633921c9583cb,5e71b8fc70fadebb94d604bafebde0d7448aa90455cc8cdadf10e86c6dadf3b7
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-6c7b1beec974abfd29a0e66e,DS-000315,数据库元数据,BTC,28745a43fd92afac3d70cee4ddad3491844d97472d4dda22369d8ad811b9cb19,test_crypto_radar,scores,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,8e9cfd4f81b36fc305a92a3d370bac6da33526d185fb6401d43ad619a53e65b0,005d4985e2b7d647a14952c0911065e14545bc69ed5a19f70a0ff446e7787d03,8b0abb1983c9b8191fb94f7c415603d741dbc99d77baa81ad616282ac1e36bc2,4635b6cc588f18c0d105027206f12a3c0b59816eb0104fcfadf9c21b18af445c
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-92c90a90bbc0841d7e48f8d6,DS-000316,数据库元数据,BTC,993ed72bd9aee1183676bb2ffb712c4bb01996d8dc0f601b657d49e62b1cc37c,test_crypto_radar,sources,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,90885ba93daa5f6ff3618f6442041f9376a6e927013cbfa7bb0d563285211f84,a30a56dadce5d505bf6a9074c13d6d7d6cb9eb835e3f1e7437c1716b36d6b1c1,50a6777d683ce9fecf36e14d61eae4c97ff592297ff6973c98122ecdce262797,8825743fa58878f513065cd65cb6075cb726eea66f5988c0cb580390a79207c7
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-27b8a9edb40a15d5c5340edf,DS-000225,数据库元数据,ETH,31c46439848b2efd4dd25f0894f6ce7296e53e7d983b81530451c4d4879bc220,celueqing,orders,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,a269b56ec339fcb6cfcca78d0bf20fbbc8253607ea5e79893d65f7f1a1f85d8d,4dab12afc3c64863e57eeae51b6ccf945d90d871ff36f4b8e885f33eb315ca7d,aadeb10880a243ecfe9d20e1038223fbd1086a8df3765d7ec06ff18578c35165,b1d94610cdf5c02c16688c1a42966599967a045b8a2682bbb65c8ce8dd969c14
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-ad198a04fff4d73bef09be27,DS-000226,数据库元数据,ETH,6a81bb21010d297d98dd3ec7d464e7118f4b2d9fe881e05831f744f092a7bb21,celueqing,research_config,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,64537337886a30defffb4607295e2b422e85cf0987b5d686e40645a170354524,ba51a86ffd49ba3736a8c7ae82602db4fc7c5f807dd5323d34a29f3096bd24a1,9f2abc116b9f2160691b63bd45daaa4396cfa6768e38006aec202551a4a2fa84,b9932533e2f9f994b97175c609ad90fcc51e61df3fefc665ed81447fbbf74ae4
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-4b36343f1d86304b4e4f560c,DS-000227,数据库元数据,ETH,2ac0c84203efd9c2735cdb91f464d07bc39ee71c28da7cdc8cf4b0a2c0c359f7,celueqing,research_orders,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,fe969debfaafe3cf452e413f47e76d27cb8f6c735b94c479a231cf41cd64a925,f303e9b4ba4d12fd90e13c62055a4669d06247883f16cb00a550cd72e73ec300,bcc66a4ebf10c718fd4f136f210ca29f4e13d0fca53e111fd9ac06b8cb289d87,6660c3d13174e7b1277d6edf3c7adbfcbc2e8918a01f8da3473b6bf5b8d68b51
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-14ef909ee974f036bc532048,DS-000228,数据库元数据,ETH,ded39db7f820476590ee31689b0e683dd170115a1af80b15191867fc8cfc2848,celueqing,research_signals,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,f5b94cca262e126f08554674644c61f37cf93ba258489eaafb849979f20b3ad8,ecf64f4dfa161534a8dac8e5da721486cf56979815d312d3b10626859289add0,ceb7af4b52a9f78d2c74cc22851253c1babb2516baf3195f1f16bdc808db3556,0fd057bfb7b6cd8a69ccc7f6fa0ac6a35c72d814411d5d8a84bff87cc04eaa47
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-66a219ffac06bb9ab7fa2300,DS-000229,数据库元数据,ETH,f92abe1336fcf2463981b9bf09595da91c6642688d884b9321950c809461e668,celueqing,score_rank_training_runs,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,24b622d26bab9cc89755832bec438a583b04050cb6eda9d81fbd07af87363247,f8fa2c64c99e2945d4c502443c2a30e658ed54a3182e028a2203de8637f69e6f,d729d0252dbeb6d766094cd9fd7f233a300f89a1e4a2c435317cb9e65b76f27a,43194fb1b3d6ac9f2bf8e0b1e227a12994fb02a23166767c8923347b4c4c7fe3
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-79977c0de5fa10baeb4e2036,DS-000230,数据库元数据,ETH,696fc7c4311abe694bffc605e03c287a75b809028054b2796902f493ea776b60,celueqing,simulation_orders,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,64e0935830c05e188702ed1294bc4ee36904bfe0fadc9a8bd4cd034634a53163,5a237f3499968d64cda7bbac1753af896b389005f936f391c80ae9ee9722a3b4,31591780fe65a86c2ee56f425b6f5702a0439833cd4473c8435785b6bc6e8e36,45da7b86c7c73858befa05475cf903912a0e62ce2ffeea844839907f2b0698c0
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-c0029613c3870423b45b1788,DS-000231,数据库元数据,ETH,1ddffa1f0f31556fe0d2dc68a47c93c046bfcfab4dcad6b6413e954c85a567ce,celueqing,simulation_signals,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,dba7957c34d2d15351c14b745f36339e577cd21c9a1e219c1e85039aeaf8a579,dc647c466c412e9486bf50d4fedea2d6d80a0eb2dcce1844bd282f5c723ce068,ac67358927b5974de2f9209795af76f617de556ba74546fb3d688317545884d2,6ad10c88fb35fe83930375d5f91bf433e6156885d71a1ec874133bb266ac7955
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-cf8e84baeb622787ac41dc30,DS-000232,数据库元数据,ETH,d5e98969dd30d95cf796e35f21a830b2e8ab6decb9c18e07dba58527efbd0f89,celueqing,simulation_strategies,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,98785e20dcfa8e43b8ab584fefd4f293ad8d4825271d60eb45f09d936977dc00,50e40c99d70ea31fe8cfe2567a5a22a971bcd2a5e1ec5d2128cd593fa6ffd2ee,ee64a1731ebd7a789524f449cccef2e37fd47709bf8e9d50b43ed789dc7edbab,7c48ed91b003b11853b11aaf5a8425c5f1394e75512a539d21d1b718884077e3
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-6e16822db392394cabe67d99,DS-000233,数据库元数据,ETH,72e7313ef8e524b350b1ace10c8d6b8626b5188e0d1dd969dfa6e1b8fcbd5739,celueqing,simulation_strategy_unit_settings,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,74f6ce3cf6fbc423986fbe3a36341182e07437ccbbd8e8b9aef003bb978d5908,db6b8712077ed3d074a4a081f34624e21403f37aab1bf4086dd49cd130e1ef1d,5187d3cc537ccb45c22df117d08d418c2cbe5b224d4c448a9b857218eb6fc3b4,65f00ee17028a80ec8806ec1851236ba587aa41c58fb358f4665744eda32eac9
source-identity-field-evidence-20260808T020108+0800-7634991794d9,ZI-8bf3b7f49e84f911829251ed,DS-000234,数据库元数据,ETH,32b66f7841fcfd1a8692bb0602413683c771ac914082faa7548d5a3cd7b46044,celueqing,strategies,无法判定,已观察,获批information_schema元数据与冻结输入一致,只读取information_schema元数据；结构观察不证明来源、市场、合约或时间,补齐当前版本来源提供者、交易场所、市场类型、精确合约、数据对象、Schema和授权证据后重新发布不可变批次,99255e122f8368e6c566c6138e5178cef37692855420908e2a289f28078bfddf,d5270bef94896758cb79e26a97626b94f7d6d96628cad5657c09d292c4864502,50c2754118e433da556307f60ea75b78b832102cf7f74a8f96cccc19491132c8,4fdf152a49abaed53a54873e5d6128b77e776189adb7f208be124d157cc36055
